protein id,ORIGIN,Protein description,PH7.85R1,PH7.85R2,PH7.85R3,PH8.15R1,PH8.15R2,PH8.15R3,PH8.45R1,PH8.45R2,PH8.45R3,fold1,fold2,Subcellular localization,Biological Process,Cellular Component,Molecular Function,KEGG KO No.,KEGG Gene,KEGG pathway,IPR ID,Domain description
c209973_g1_orf1,coral,len=348  frame:-1  start:2310  end:1267  predicted protein [Nematostella vectensis]&gt;gi|156225514|gb|EDO46331.1| predicted protein [Nematostella vectensis],0.689,0.687,0.776,1.558,1.431,1.553,0.842,1.09,0.492,0.473800088,1.246287129,nucleus,,,GO:0005515 protein binding; GO:0005488 binding; ,,,,IPR017986; IPR015943; ,WD40-repeat-containing domain; WD40/YVTN repeat-like-containing domain; 
c13575_g1_orf1,coral,len=310  frame:-2  start:932  end:3  probable fumerate reductase [Heterocapsa triquetra],0.686,0.699,0.818,1.651,1.476,1.551,0.77,0.575,0.848,0.470927747,1.444596443,mitochondria,GO:0044699 single-organism process; GO:0008152 metabolic process; GO:0055114 oxidation-reduction process; GO:0044710 single-organism metabolic process; ,,GO:0003824 catalytic activity; GO:0016491 oxidoreductase activity; ,K00111,glpA; glycerol-3-phosphate dehydrogenase [EC:1.1.5.3],ko00564 Glycerophospholipid metabolism; ko01110 Biosynthesis of secondary metabolites; ,IPR027477; IPR003953; IPR023753; ,"Succinate dehydrogenase/fumarate reductase flavoprotein, catalytic domain; FAD-dependent oxidoreductase 2, FAD binding domain; FAD/NAD(P)-binding domain; "
c202863_g1_orf1,coral,len=334  frame:-1  start:1241  end:240  hypothetical protein PPL_12563 [Polysphondylium pallidum PN500],0.692,0.692,0.709,1.582,1.521,1.363,0.953,0.749,0.862,0.468652038,1.163416537,cytoplasm,GO:0044085 cellular component biogenesis; GO:0016043 cellular component organization; GO:0071822 protein complex subunit organization; GO:0051260 protein homooligomerization; GO:0022607 cellular component assembly; GO:0065003 macromolecular complex assembly; GO:0070271 protein complex biogenesis; GO:0009987 cellular process; GO:0006461 protein complex assembly; GO:0071840 cellular component organization or biogenesis; GO:0051259 protein oligomerization; GO:0043933 macromolecular complex subunit organization; ,,GO:0005515 protein binding; GO:0005488 binding; ,,,,IPR006571; IPR003131; IPR011333; IPR000210; ,TLDc domain; Potassium channel tetramerisation-type BTB domain; SKP1/BTB/POZ domain; BTB/POZ domain; 
c191824_g1_orf1,coral,len=157  frame:-2  start:471  end:1  predicted protein [Nematostella vectensis]&gt;gi|156224542|gb|EDO45367.1| predicted protein [Nematostella vectensis],0.64,0.621,0.704,1.372,1.216,1.616,0.777,0.789,0.804,0.467411989,1.137974684,cytoskeleton,,,,,,,IPR000421; IPR008979; ,Coagulation factor 5/8 C-terminal domain; Galactose-binding domain-like; 
c196186_g1_orf1,coral,len=289  frame:-3  start:1102  end:236  PREDICTED: programmed cell death protein 6-like [Hydra vulgaris],0.688,0.783,0.904,1.774,1.941,1.382,0.83,0.744,0.731,0.465960369,1.501518438,extracellular,,,GO:0043169 cation binding; GO:0046872 metal ion binding; GO:0005509 calcium ion binding; GO:0005488 binding; GO:0043167 ion binding; ,,,,IPR011992; IPR002048; ,EF-hand domain pair; EF-hand domain; 
c202424_g1_orf1,coral,len=463  frame:1  start:43  end:1431  predicted protein [Nematostella vectensis]&gt;gi|156214271|gb|EDO35263.1| predicted protein [Nematostella vectensis],0.74,0.597,0.752,1.507,1.617,1.448,0.94,0.835,0.679,0.456911636,1.163814181,cytoplasm,,,,,,,,
c212605_g1_orf1,coral,len=1535  frame:-2  start:4605  end:1  PREDICTED: sortilin-related receptor-like isoform X2 [Pundamilia nyererei],0.758,0.588,0.719,1.521,1.498,1.576,0.895,0.827,0.735,0.449401523,1.150997151,"endoplasmic reticulum,mitochondria",,GO:0031224 intrinsic component of membrane; GO:0016020 membrane; GO:0016021 integral component of membrane; GO:0044425 membrane part; ,GO:0005515 protein binding; GO:0005488 binding; ,,,,IPR022409; IPR013783; IPR031778; IPR000601; IPR031777; IPR003961; IPR006581; ,"PKD/Chitinase domain; Immunoglobulin-like fold; Sortilin, N-terminal; PKD domain; Sortilin, C-terminal; Fibronectin type III; VPS10; "
c194874_g1_orf1,coral,len=237  frame:-3  start:1083  end:373  PREDICTED: long-chain-fatty-acid--CoA ligase ACSBG2-like [Amphimedon queenslandica],0.675,0.685,0.709,1.689,1.535,1.455,0.692,0.658,0.667,0.442188502,1.528507685,extracellular,,,,,,,,
c195712_g1_orf1,coral,len=114  frame:3  start:1071  end:1412  predicted protein [Nematostella vectensis]&gt;gi|156220472|gb|EDO41340.1| predicted protein [Nematostella vectensis],0.672,0.654,0.616,1.38,1.452,1.642,0.779,0.994,0.986,0.434063478,0.960492932,mitochondria,,,,,,,IPR023210; ,NADP-dependent oxidoreductase domain; 
c211072_g2_orf1,coral,len=1198  frame:-2  start:4176  end:583  predicted protein [Nematostella vectensis]&gt;gi|156214228|gb|EDO35222.1| predicted protein [Nematostella vectensis],0.662,0.486,0.749,1.361,1.429,1.636,0.913,1.061,0.871,0.428603705,0.912478032,extracellular,GO:0006508 proteolysis; GO:0008152 metabolic process; GO:0043170 macromolecule metabolic process; GO:0019538 protein metabolic process; GO:0044238 primary metabolic process; GO:0071704 organic substance metabolic process; ,GO:0031012 extracellular matrix; GO:0044421 extracellular region part; GO:0005576 extracellular region; GO:0005578 proteinaceous extracellular matrix; ,"GO:0004175 endopeptidase activity; GO:0004222 metalloendopeptidase activity; GO:0008233 peptidase activity; GO:0046914 transition metal ion binding; GO:0003824 catalytic activity; GO:0005488 binding; GO:0043167 ion binding; GO:0043169 cation binding; GO:0046872 metal ion binding; GO:0070011 peptidase activity, acting on L-amino acid peptides; GO:0016787 hydrolase activity; GO:0008237 metallopeptidase activity; GO:0008270 zinc ion binding; ",,,,IPR024079; IPR010294; IPR002889; IPR006586; IPR002870; IPR001590; ,"Metallopeptidase, catalytic domain; ADAM-TS Spacer 1; Carbohydrate-binding WSC; ADAM, cysteine-rich; Peptidase M12B, propeptide; Peptidase M12B, ADAM/reprolysin; "
c196744_g1_orf1,coral,len=578  frame:1  start:1  end:1734  PREDICTED: FRAS1-related extracellular matrix protein 1 [Esox lucius],0.743,0.626,0.651,1.606,1.476,1.637,0.762,0.805,0.704,0.428056792,1.269484808,extracellular,,,,,,,IPR001304; IPR016187; IPR002889; IPR016186; ,C-type lectin-like; C-type lectin fold; Carbohydrate-binding WSC; C-type lectin-like/link domain; 
c203370_g1_orf1,coral,len=55  frame:-2  start:505  end:341  predicted protein [Nematostella vectensis]&gt;gi|156224521|gb|EDO45346.1| predicted protein [Nematostella vectensis],0.7,,0.738,1.378,1.764,1.895,0.562,0.562,0.473,0.42823109,1.987476518,nucleus,,,GO:0005515 protein binding; GO:0005488 binding; ,,,,IPR017986; IPR015943; ,WD40-repeat-containing domain; WD40/YVTN repeat-like-containing domain; 
c180726_g1,coral,len=217  start:45  end:695 minus strand,0.637,0.679,0.573,1.424,1.504,1.499,1.119,0.878,0.861,0.426699797,0.936319104,cytoplasm,,,,K01687,ilvD; dihydroxy-acid dehydratase [EC:4.2.1.9],"ko01130 Biosynthesis of antibiotics; ko01110 Biosynthesis of secondary metabolites; ko00770 Pantothenate and CoA biosynthesis; ko01230 Biosynthesis of amino acids; ko01100 Metabolic pathways; ko00290 Valine, leucine and isoleucine biosynthesis; ko01210 2-Oxocarboxylic acid metabolism; ",,
c205745_g1_orf1,coral,len=330  frame:-3  start:2433  end:1444  predicted protein [Nematostella vectensis]&gt;gi|156214089|gb|EDO35087.1| predicted protein [Nematostella vectensis],0.65,0.73,0.664,1.522,1.658,1.627,0.757,0.69,0.816,0.425213231,1.288555015,cytoplasm,GO:0008152 metabolic process; GO:0044237 cellular metabolic process; GO:0009987 cellular process; ,,,,,,,
c198926_g1_orf1,coral,len=508  frame:2  start:2  end:1525  predicted protein [Nematostella vectensis]&gt;gi|156226867|gb|EDO47674.1| predicted protein [Nematostella vectensis],0.64,0.67,0.596,1.375,1.564,1.569,0.905,0.836,0.859,0.422803904,1.015769231,endoplasmic reticulum,,,GO:0043169 cation binding; GO:0046872 metal ion binding; GO:0016787 hydrolase activity; GO:0008270 zinc ion binding; GO:0046914 transition metal ion binding; GO:0003824 catalytic activity; GO:0005488 binding; GO:0043167 ion binding; ,,,,IPR016193; IPR002125; ,"Cytidine deaminase-like; Cytidine and deoxycytidylate deaminases, zinc-binding; "
c207074_g1_orf1,coral,"len=674  frame:-1  start:3093  end:1072  predicted protein [Nematostella vectensis]&gt;gi|156219431|gb|EDO40313.1| predicted protein, partial [Nematostella vectensis]",0.693,0.663,0.623,1.591,1.498,1.674,0.972,0.738,0.668,0.415494436,1.209840202,plasma membrane,GO:0006810 transport; GO:0055085 transmembrane transport; GO:0051179 localization; GO:0051234 establishment of localization; ,GO:0016020 membrane; ,GO:0005215 transporter activity; ,,,,,
c13030_g1,coral,len=84  start:1  end:249 minus strand,0.468,0.706,0.62,1.197,1.612,1.518,0.732,0.83,0.472,0.414605963,1.240412979,plasma membrane,,,,K04567,"KARS; lysyl-tRNA synthetase, class II [EC:6.1.1.6]",ko00970 Aminoacyl-tRNA biosynthesis; ,,
c208778_g1_orf1,coral,len=786  frame:3  start:108  end:2465  PREDICTED: uncharacterized protein LOC101848762 [Aplysia californica],0.627,0.654,0.6,1.545,1.591,1.462,0.882,0.807,0.838,0.409090909,1.107637515,endoplasmic reticulum,,,,,,,IPR002035; ,"von Willebrand factor, type A; "
c205905_g1_orf1,coral,len=322  frame:-2  start:1519  end:554  predicted protein [Nematostella vectensis]&gt;gi|156222982|gb|EDO43821.1| predicted protein [Nematostella vectensis],0.432,0.672,0.478,1.257,1.5,1.177,0.633,0.579,0.732,0.402135231,1.238168724,extracellular,,,,,,,,
c196744_g2,coral,len=150  start:1  end:449 minus strand,0.506,0.678,0.702,1.537,1.617,1.671,0.82,0.722,0.771,0.390880829,1.261132728,mitochondria,,,,,,,,
c202177_g3_orf1,coral,len=424  frame:-2  start:2477  end:1206  PREDICTED: melanotransferrin isoform X1 [Ornithorhynchus anatinus],0.628,0.643,0.691,1.564,1.577,1.894,0.713,0.559,0.644,0.389672294,1.512526096,extracellular,,GO:0005576 extracellular region; ,,,,,IPR001156; ,Transferrin-like domain; 
c171585_g1_orf1,coral,len=138  frame:2  start:47  end:460  predicted protein [Nematostella vectensis]&gt;gi|156220033|gb|EDO40907.1| predicted protein [Nematostella vectensis],0.66,0.617,0.733,1.771,1.95,2.123,0.302,0.345,0.486,0.343942505,2.754633716,extracellular,,,,,,,IPR016054; ,Ly-6 antigen/uPA receptor-like; 
c199283_g2_orf1,coral,len=170  frame:3  start:477  end:986  PREDICTED: myosin-2 essential light chain-like isoform X1 [Amphimedon queenslandica],0.357,0.515,0.582,1.705,1.706,1.843,0.934,0.86,0.887,0.27674153,1.045132413,"cytoplasm,nucleus",,,GO:0043169 cation binding; GO:0046872 metal ion binding; GO:0005509 calcium ion binding; GO:0005488 binding; GO:0043167 ion binding; ,K12751,MYL6; myosin light chain 6,ko04270 Vascular smooth muscle contraction; ko04921 Oxytocin signaling pathway; ko04530 Tight junction; ,IPR011992; IPR002048; ,EF-hand domain pair; EF-hand domain; 
c194742_g2_orf1,coral,len=180  frame:1  start:1  end:540  PREDICTED: uncharacterized protein LOC100638527 [Amphimedon queenslandica],0.334,0.446,0.532,2.065,2.053,2.045,0.502,0.51,0.442,0.212883336,2.092847318,"cytoplasm,nucleus",,,,K02325,POLE2; DNA polymerase epsilon subunit 2 [EC:2.7.7.7],ko03410 Base excision repair; ko00230 Purine metabolism; ko03030 DNA replication; ko01100 Metabolic pathways; ko00240 Pyrimidine metabolism; ko05166 HTLV-I infection; ko03420 Nucleotide excision repair; ,,
c211720_g1_orf1,coral,len=452  frame:-3  start:4516  end:3161  predicted protein [Nematostella vectensis]&gt;gi|156220363|gb|EDO41232.1| predicted protein [Nematostella vectensis],1.248,1.172,1.049,0.993,1.125,1.114,0.904,0.587,0.778,1.073329208,1.416483032,extracellular,,,"GO:0003993 acid phosphatase activity; GO:0042578 phosphoric ester hydrolase activity; GO:0003824 catalytic activity; GO:0016791 phosphatase activity; GO:0005488 binding; GO:0016788 hydrolase activity, acting on ester bonds; GO:0043167 ion binding; GO:0043169 cation binding; GO:0046872 metal ion binding; GO:0016787 hydrolase activity; ",,,,IPR015914; IPR029052; IPR004843; IPR025733; IPR008963; ,"Purple acid phosphatase, N-terminal; Metallo-dependent phosphatase-like; Calcineurin-like phosphoesterase domain, ApaH type; Iron/zinc purple acid phosphatase-like C-terminal domain; Purple acid phosphatase-like, N-terminal; "
c198436_g2_orf2,coral,len=363  frame:-1  start:2058  end:970  predicted protein [Nematostella vectensis]&gt;gi|156211846|gb|EDO32934.1| predicted protein [Nematostella vectensis],1.124,1.069,1.258,1.159,0.904,1.202,0.765,0.621,0.851,1.056967841,1.558337059,mitochondria,GO:0044699 single-organism process; GO:0008152 metabolic process; GO:0055114 oxidation-reduction process; GO:0044710 single-organism metabolic process; ,,"GO:1901265 nucleoside phosphate binding; GO:0050660 flavin adenine dinucleotide binding; GO:0043167 ion binding; GO:0000166 nucleotide binding; GO:0048037 cofactor binding; GO:0016491 oxidoreductase activity; GO:0016627 oxidoreductase activity, acting on the CH-CH group of donors; GO:1901363 heterocyclic compound binding; GO:0097159 organic cyclic compound binding; GO:0003824 catalytic activity; GO:0005488 binding; GO:0043168 anion binding; GO:0003995 acyl-CoA dehydrogenase activity; GO:0050662 coenzyme binding; GO:0036094 small molecule binding; ",,,,IPR009100; IPR013786; IPR006091; IPR009075; ,"Acyl-CoA dehydrogenase/oxidase, N-terminal and middle domain; Acyl-CoA dehydrogenase/oxidase, N-terminal; Acyl-CoA oxidase/dehydrogenase, central domain; Acyl-CoA dehydrogenase/oxidase C-terminal; "
c180120_g1_orf1,coral,len=85  frame:-2  start:809  end:555  PREDICTED: uncharacterized protein LOC100207796 [Hydra vulgaris],1.206,1.198,1.016,1.182,1.047,1.028,0.834,0.625,0.736,1.050046055,1.54715262,cytoplasm,,,,,,,,
c229337_g1,coral,len=27  start:1  end:79 minus strand,1.414,1.415,1.665,1.092,1.123,0.951,0.42,0.403,0.277,1.419456728,3.792727273,,,,,,,,,
c173822_g1_orf1,coral,len=137  frame:2  start:92  end:502  predicted protein [Nematostella vectensis]&gt;gi|156220350|gb|EDO41219.1| predicted protein [Nematostella vectensis],1.521,1.221,1.51,1.142,1.146,1.139,0.403,0.419,0.31,1.240735337,3.421378092,extracellular,,,,,,,,
c204587_g1_orf1,coral,len=271  frame:3  start:261  end:1073  predicted protein [Nematostella vectensis]&gt;gi|156227137|gb|EDO47942.1| predicted protein [Nematostella vectensis],1.367,1.53,1.065,1.141,1.181,0.888,0.549,0.535,0.649,1.234267913,2.155799192,mitochondria,,,"GO:0008757 S-adenosylmethionine-dependent methyltransferase activity; GO:0016741 transferase activity, transferring one-carbon groups; GO:0008168 methyltransferase activity; GO:0003824 catalytic activity; GO:0016740 transferase activity; ",,,,IPR029063; ,S-adenosyl-L-methionine-dependent methyltransferase; 
c203130_g1_orf1,coral,"len=315  frame:-2  start:1538  end:594  predicted protein [Nematostella vectensis]&gt;gi|156211915|gb|EDO32999.1| predicted protein, partial [Nematostella vectensis]",1.027,1.283,1.298,1.145,1.128,1.011,0.693,0.727,0.7,1.098660171,1.75754717,mitochondria,,,GO:0005515 protein binding; GO:0005488 binding; ,,,,IPR029071; IPR000626; ,Ubiquitin-related domain; Ubiquitin domain; 
c308029_g1,coral,len=68  start:1  end:202 minus strand,1.305,1.296,1.236,1.172,1.242,1.081,0.519,0.515,0.513,1.097854077,2.394311571,cytoplasm,,,,,,,IPR003112; ,Olfactomedin-like domain; 
c188840_g1_orf1,coral,"len=119  frame:-3  start:611  end:255  predicted protein [Nematostella vectensis]&gt;gi|156214478|gb|EDO35464.1| predicted protein, partial [Nematostella vectensis]",1.115,1.231,1.199,1.213,1.045,1.154,0.699,0.688,0.594,1.03898007,1.838970217,nucleus,GO:0044085 cellular component biogenesis; GO:0016043 cellular component organization; GO:0034728 nucleosome organization; GO:0034622 cellular macromolecular complex assembly; GO:0006333 chromatin assembly or disassembly; GO:0043933 macromolecular complex subunit organization; GO:0065004 protein-DNA complex assembly; GO:0006323 DNA packaging; GO:0006334 nucleosome assembly; GO:0051276 chromosome organization; GO:0022607 cellular component assembly; GO:0006996 organelle organization; GO:0065003 macromolecular complex assembly; GO:0006325 chromatin organization; GO:0031497 chromatin assembly; GO:0009987 cellular process; GO:0071824 protein-DNA complex subunit organization; GO:0071840 cellular component organization or biogenesis; GO:0071103 DNA conformation change; ,GO:0043229 intracellular organelle; GO:0043232 intracellular non-membrane-bounded organelle; GO:0044446 intracellular organelle part; GO:0032991 macromolecular complex; GO:0044424 intracellular part; GO:0005623 cell; GO:0044422 organelle part; GO:0044427 chromosomal part; GO:0000786 nucleosome; GO:0043228 non-membrane-bounded organelle; GO:0043231 intracellular membrane-bounded organelle; GO:0043226 organelle; GO:0005634 nucleus; GO:0000785 chromatin; GO:0005622 intracellular; GO:0044464 cell part; GO:0005694 chromosome; GO:0043227 membrane-bounded organelle; GO:0044815 DNA packaging complex; GO:0032993 protein-DNA complex; ,GO:0097159 organic cyclic compound binding; GO:1901363 heterocyclic compound binding; GO:0003677 DNA binding; GO:0005488 binding; GO:0003676 nucleic acid binding; ,,,,IPR011991; IPR005818; ,"Winged helix-turn-helix DNA-binding domain; Linker histone H1/H5, domain H15; "
c203426_g1_orf1,coral,len=371  frame:-1  start:1371  end:259  hypothetical protein BRAFLDRAFT_128896 [Branchiostoma floridae]&gt;gi|229297143|gb|EEN67781.1| hypothetical protein BRAFLDRAFT_128896 [Branchiostoma floridae],1.152,1.127,1.476,1.35,1.094,1.206,0.53,0.49,0.426,1.028767123,2.733748271,cytoplasm,,,"GO:0016741 transferase activity, transferring one-carbon groups; GO:0008168 methyltransferase activity; GO:0003824 catalytic activity; GO:0016740 transferase activity; ",,,,IPR029063; ,S-adenosyl-L-methionine-dependent methyltransferase; 
c209419_g1_orf1,coral,"len=313  frame:-3  start:1855  end:917  predicted protein [Nematostella vectensis]&gt;gi|156388276|ref|XP_001634627.1| predicted protein, partial [Nematostella vectensis]&gt;gi|156210700|gb|EDO31855.1| predicted protein, partial [Nematostella vectensis]&gt;gi|156221712|gb|EDO42564.1| predicted protein, partial [Nematostella vectensis]",1.518,0.953,1.143,1.149,1.331,1.095,0.602,0.65,0.478,1.010909091,1.875722543,mitochondria,GO:0006508 proteolysis; GO:0008152 metabolic process; GO:0043170 macromolecule metabolic process; GO:0019538 protein metabolic process; GO:0044238 primary metabolic process; GO:0071704 organic substance metabolic process; ,,"GO:0004175 endopeptidase activity; GO:0070011 peptidase activity, acting on L-amino acid peptides; GO:0008234 cysteine-type peptidase activity; GO:0016787 hydrolase activity; GO:0008233 peptidase activity; GO:0004197 cysteine-type endopeptidase activity; GO:0003824 catalytic activity; ",,,,IPR001309; IPR029030; IPR015917; IPR002138; ,"Peptidase C14,  p20 domain; Caspase-like domain; Peptidase C14A, caspase catalytic domain; Peptidase C14, caspase non-catalytic subunit p10; "
c162106_g5_orf1,coral,len=104  frame:1  start:1  end:312  predicted protein [Nematostella vectensis]&gt;gi|156220033|gb|EDO40907.1| predicted protein [Nematostella vectensis],1.134,1.125,1.188,1.178,1.101,1.156,0.529,0.594,0.435,1.00349345,2.240693196,plasma membrane,,,,,,,IPR016054; ,Ly-6 antigen/uPA receptor-like; 
c209647_g1_orf1,coral,len=412  frame:1  start:967  end:2202  predicted protein [Nematostella vectensis]&gt;gi|156218741|gb|EDO39634.1| predicted protein [Nematostella vectensis],1.064,1.151,1.295,1.239,1.088,1.187,0.77,0.772,0.645,0.998861696,1.684956561,"cytoplasm,nucleus",,,,,,,IPR027417; ,P-loop containing nucleoside triphosphate hydrolase; 
c195564_g2_orf1,coral,len=974  frame:-3  start:3425  end:504  predicted protein [Nematostella vectensis]&gt;gi|156217512|gb|EDO38427.1| predicted protein [Nematostella vectensis],1.077,1.226,1.182,1.141,1.338,1.205,0.645,0.447,0.557,0.945982628,2.152213463,plasma membrane,GO:0070588 calcium ion transmembrane transport; GO:0072511 divalent inorganic cation transport; GO:0098655 cation transmembrane transport; GO:0034220 ion transmembrane transport; GO:0098660 inorganic ion transmembrane transport; GO:0030001 metal ion transport; GO:0051234 establishment of localization; GO:0006810 transport; GO:0055085 transmembrane transport; GO:0006812 cation transport; GO:0006816 calcium ion transport; GO:0006811 ion transport; GO:0051179 localization; GO:0098662 inorganic cation transmembrane transport; GO:0070838 divalent metal ion transport; ,GO:0016020 membrane; ,GO:0015075 ion transmembrane transporter activity; GO:0022803 passive transmembrane transporter activity; GO:0022892 substrate-specific transporter activity; GO:0015267 channel activity; GO:0022891 substrate-specific transmembrane transporter activity; GO:0046873 metal ion transmembrane transporter activity; GO:0072509 divalent inorganic cation transmembrane transporter activity; GO:0022838 substrate-specific channel activity; GO:0005261 cation channel activity; GO:0015085 calcium ion transmembrane transporter activity; GO:0005216 ion channel activity; GO:0022890 inorganic cation transmembrane transporter activity; GO:0005262 calcium channel activity; GO:0008324 cation transmembrane transporter activity; GO:0005215 transporter activity; GO:0022857 transmembrane transporter activity; ,,,,IPR005821; ,Ion transport domain; 
c295692_g1,coral,len=283  start:1  end:849 minus strand,1.085,1.054,1.098,1.178,1.213,1.089,0.787,0.719,0.769,0.930172414,1.463736264,plasma membrane,,,,,,,,
c210310_g1_orf1,coral,len=716  frame:-2  start:2149  end:2  predicted protein [Nematostella vectensis]&gt;gi|156217337|gb|EDO38256.1| predicted protein [Nematostella vectensis],1.175,1.061,0.915,1.093,1.18,1.125,0.818,0.632,0.759,0.927310182,1.389316433,cytoskeleton,GO:0044699 single-organism process; GO:0008152 metabolic process; GO:0055114 oxidation-reduction process; GO:0044710 single-organism metabolic process; ,,GO:0003824 catalytic activity; GO:0016491 oxidoreductase activity; ,,,,IPR007698; IPR005097; IPR007886; IPR016040; IPR032095; ,"Alanine dehydrogenase/pyridine nucleotide transhydrogenase, NAD(H)-binding domain; Saccharopine dehydrogenase, NADP binding domain; Alanine dehydrogenase/pyridine nucleotide transhydrogenase, N-terminal; NAD(P)-binding domain; Saccharopine dehydrogenase, C-terminal; "
c196764_g2_orf1,coral,len=394  frame:3  start:3  end:1184  predicted protein [Nematostella vectensis]&gt;gi|156228925|gb|EDO49722.1| predicted protein [Nematostella vectensis],1.092,1.014,1.195,1.126,1.327,1.191,0.662,0.614,0.737,0.905872667,1.656731247,cytoplasm,GO:0008152 metabolic process; ,,GO:0016787 hydrolase activity; GO:0003824 catalytic activity; ,,,,IPR011650; ,"Peptidase M20, dimerisation domain; "
c210087_g1_orf1,coral,"len=529  frame:1  start:1  end:1587  predicted protein [Nematostella vectensis]&gt;gi|156227303|gb|EDO48107.1| predicted protein, partial [Nematostella vectensis]",0.949,1.173,1.098,1.179,1.158,1.288,0.633,0.624,0.683,0.888275862,1.778350515,mitochondria,GO:0006508 proteolysis; GO:0008152 metabolic process; GO:0043170 macromolecule metabolic process; GO:0019538 protein metabolic process; GO:0044238 primary metabolic process; GO:0071704 organic substance metabolic process; ,,"GO:0070011 peptidase activity, acting on L-amino acid peptides; GO:0016787 hydrolase activity; GO:0008233 peptidase activity; GO:0003824 catalytic activity; GO:0017171 serine hydrolase activity; GO:0008236 serine-type peptidase activity; ",,,,IPR029058; ,Alpha/Beta hydrolase fold; 
c141582_g1_orf1,coral,"len=217  frame:3  start:3  end:653  hypothetical protein NEMVEDRAFT_v1g142064 [Nematostella vectensis]&gt;gi|156208689|gb|EDO30120.1| predicted protein, partial [Nematostella vectensis]",1.213,1.172,1.258,1.317,1.636,1.27,0.366,0.318,0.295,0.862656879,3.827374872,cytoplasm,GO:0008152 metabolic process; GO:0006950 response to stress; GO:0055114 oxidation-reduction process; GO:0044710 single-organism metabolic process; GO:0006979 response to oxidative stress; GO:0044699 single-organism process; GO:0050896 response to stimulus; ,,"GO:0097159 organic cyclic compound binding; GO:1901363 heterocyclic compound binding; GO:0020037 heme binding; GO:0003824 catalytic activity; GO:0005488 binding; GO:0016209 antioxidant activity; GO:0004601 peroxidase activity; GO:0046906 tetrapyrrole binding; GO:0016491 oxidoreductase activity; GO:0016684 oxidoreductase activity, acting on peroxide as acceptor; ",,,,,
c211552_g1_orf1,coral,len=562  frame:3  start:1083  end:2768  predicted protein [Nematostella vectensis]&gt;gi|156220026|gb|EDO40900.1| predicted protein [Nematostella vectensis],1.045,1.011,1.081,1.277,1.25,1.198,0.72,0.768,0.794,0.842147651,1.476336547,plasma membrane,,,GO:0005515 protein binding; GO:0005488 binding; ,,,,IPR015916; IPR006593; IPR015915; ,"Galactose oxidase, beta-propeller; Cytochrome b561/ferric reductase transmembrane; Kelch-type beta propeller; "
c201450_g1_orf1,coral,len=477  frame:3  start:24  end:1454  predicted protein [Nematostella vectensis]&gt;gi|156220089|gb|EDO40962.1| predicted protein [Nematostella vectensis],0.872,1.085,1.028,1.255,1.22,1.121,0.648,0.723,0.769,0.830088988,1.573831776,cytoplasm,,,,,,,,
c212628_g2_orf1,coral,"len=758  frame:-2  start:3188  end:915  predicted protein [Nematostella vectensis]&gt;gi|156216553|gb|EDO37487.1| predicted protein, partial [Nematostella vectensis]",1.05,0.841,1.129,1.321,1.149,1.194,0.714,0.706,0.698,0.824235808,1.553824363,plasma membrane,GO:0006508 proteolysis; GO:0008152 metabolic process; GO:0043170 macromolecule metabolic process; GO:0019538 protein metabolic process; GO:0044238 primary metabolic process; GO:0071704 organic substance metabolic process; ,,"GO:0004175 endopeptidase activity; GO:0004222 metalloendopeptidase activity; GO:0008233 peptidase activity; GO:0003824 catalytic activity; GO:0070011 peptidase activity, acting on L-amino acid peptides; GO:0016787 hydrolase activity; GO:0008237 metallopeptidase activity; ",,,,IPR024079; IPR008753; IPR018497; ,"Metallopeptidase, catalytic domain; Peptidase M13, N-terminal domain; Peptidase M13, C-terminal domain; "
c209617_g1_orf1,coral,len=418  frame:-2  start:3261  end:2008  predicted protein [Nematostella vectensis]&gt;gi|156228305|gb|EDO49104.1| predicted protein [Nematostella vectensis],0.928,1.022,0.966,1.162,1.26,1.229,0.751,0.756,0.758,0.798685292,1.390728477,extracellular,GO:0006508 proteolysis; GO:0008152 metabolic process; GO:0043170 macromolecule metabolic process; GO:0019538 protein metabolic process; GO:0044238 primary metabolic process; GO:0071704 organic substance metabolic process; ,,"GO:0004252 serine-type endopeptidase activity; GO:0004175 endopeptidase activity; GO:0008233 peptidase activity; GO:0003824 catalytic activity; GO:0017171 serine hydrolase activity; GO:0005488 binding; GO:0008236 serine-type peptidase activity; GO:0070011 peptidase activity, acting on L-amino acid peptides; GO:0005515 protein binding; GO:0016787 hydrolase activity; ",,,,IPR009003; IPR001024; IPR001254; ,"Peptidase S1, PA clan; PLAT/LH2 domain; Serine proteases, trypsin domain; "
